age,sex,ftotinc,n
50,male,"$90,000 to $94,999",517
50,male,"$95,000 to $99,999",512
50,male,"Less than $14,999",877
50,female,"$100,000 to $124,999",2388
50,female,"$125,000 to $149,999",1824
50,female,"$15,000 to $19,999",453
50,female,"$150,000 to $174,999",1271
50,female,"$175,000 to $199,999",866
50,female,"$20,000 to $24,999",523
50,female,"$200,000 to $249,999",989
50,female,"$25,000 to $29,999",579
50,female,"$250,000 and above",1976
50,female,"$30,000 to $34,999",609
50,female,"$35,000 to $39,999",601
50,female,"$40,000 to $44,999",642
50,female,"$45,000 to $49,999",644
50,female,"$50,000 to $54,999",675
50,female,"$55,000 to $59,999",566
50,female,"$60,000 to $64,999",682
50,female,"$65,000 to $69,999",620
50,female,"$70,000 to $74,999",600
50,female,"$75,000 to $79,999",615
50,female,"$80,000 to $84,999",615
50,female,"$85,000 to $89,999",543
50,female,"$90,000 to $94,999",567
50,female,"$95,000 to $99,999",499
50,female,"Less than $14,999",1150
51,male,"$100,000 to $124,999",2265
51,male,"$125,000 to $149,999",1707
51,male,"$15,000 to $19,999",407
51,male,"$150,000 to $174,999",1245
51,male,"$175,000 to $199,999",786
51,male,"$20,000 to $24,999",557
51,male,"$200,000 to $249,999",1030
51,male,"$25,000 to $29,999",514
51,male,"$250,000 and above",2467
51,male,"$30,000 to $34,999",591
51,male,"$35,000 to $39,999",563
51,male,"$40,000 to $44,999",583
51,male,"$45,000 to $49,999",601
51,male,"$50,000 to $54,999",684
51,male,"$55,000 to $59,999",542
51,male,"$60,000 to $64,999",616
51,male,"$65,000 to $69,999",571
51,male,"$70,000 to $74,999",634
51,male,"$75,000 to $79,999",568
51,male,"$80,000 to $84,999",607
51,male,"$85,000 to $89,999",517
51,male,"$90,000 to $94,999",495
51,male,"$95,000 to $99,999",451
51,male,"Less than $14,999",1041
51,female,"$100,000 to $124,999",2404
51,female,"$125,000 to $149,999",1756
51,female,"$15,000 to $19,999",520
51,female,"$150,000 to $174,999",1308
51,female,"$175,000 to $199,999",836
51,female,"$20,000 to $24,999",629
51,female,"$200,000 to $249,999",1053
51,female,"$25,000 to $29,999",595
51,female,"$250,000 and above",1934
51,female,"$30,000 to $34,999",644
51,female,"$35,000 to $39,999",601
51,female,"$40,000 to $44,999",683
51,female,"$45,000 to $49,999",587
51,female,"$50,000 to $54,999",714
51,female,"$55,000 to $59,999",589
51,female,"$60,000 to $64,999",660
51,female,"$65,000 to $69,999",614
51,female,"$70,000 to $74,999",643
51,female,"$75,000 to $79,999",609
51,female,"$80,000 to $84,999",592
51,female,"$85,000 to $89,999",537
51,female,"$90,000 to $94,999",578
51,female,"$95,000 to $99,999",477
51,female,"Less than $14,999",1212
52,male,"$100,000 to $124,999",2250
52,male,"$125,000 to $149,999",1655
52,male,"$15,000 to $19,999",409
52,male,"$150,000 to $174,999",1220
52,male,"$175,000 to $199,999",855
52,male,"$20,000 to $24,999",447
52,male,"$200,000 to $249,999",969
52,male,"$25,000 to $29,999",533
52,male,"$250,000 and above",2546
52,male,"$30,000 to $34,999",554
52,male,"$35,000 to $39,999",511
52,male,"$40,000 to $44,999",598
52,male,"$45,000 to $49,999",521
52,male,"$50,000 to $54,999",633
52,male,"$55,000 to $59,999",503
52,male,"$60,000 to $64,999",581
52,male,"$65,000 to $69,999",542
52,male,"$70,000 to $74,999",594
52,male,"$75,000 to $79,999",518
52,male,"$80,000 to $84,999",549
52,male,"$85,000 to $89,999",489
52,male,"$90,000 to $94,999",489
52,male,"$95,000 to $99,999",490
52,male,"Less than $14,999",935
52,female,"$100,000 to $124,999",2360
52,female,"$125,000 to $149,999",1600
52,female,"$15,000 to $19,999",525
52,female,"$150,000 to $174,999",1305
52,female,"$175,000 to $199,999",812
52,female,"$20,000 to $24,999",591
52,female,"$200,000 to $249,999",1032
52,female,"$25,000 to $29,999",576
52,female,"$250,000 and above",1899
52,female,"$30,000 to $34,999",606
52,female,"$35,000 to $39,999",595
52,female,"$40,000 to $44,999",632
52,female,"$45,000 to $49,999",606
52,female,"$50,000 to $54,999",684
52,female,"$55,000 to $59,999",581
52,female,"$60,000 to $64,999",656
52,female,"$65,000 to $69,999",589
52,female,"$70,000 to $74,999",610
52,female,"$75,000 to $79,999",529
52,female,"$80,000 to $84,999",588
52,female,"$85,000 to $89,999",533
52,female,"$90,000 to $94,999",562
52,female,"$95,000 to $99,999",491
52,female,"Less than $14,999",1229
53,male,"$100,000 to $124,999",2364
53,male,"$125,000 to $149,999",1634
53,male,"$15,000 to $19,999",396
53,male,"$150,000 to $174,999",1225
53,male,"$175,000 to $199,999",807
53,male,"$20,000 to $24,999",510
53,male,"$200,000 to $249,999",1026
53,male,"$25,000 to $29,999",543
53,male,"$250,000 and above",2661
53,male,"$30,000 to $34,999",554
53,male,"$35,000 to $39,999",613
53,male,"$40,000 to $44,999",638
53,male,"$45,000 to $49,999",591
53,male,"$50,000 to $54,999",671
53,male,"$55,000 to $59,999",521
53,male,"$60,000 to $64,999",647
53,male,"$65,000 to $69,999",558
53,male,"$70,000 to $74,999",619
53,male,"$75,000 to $79,999",555
53,male,"$80,000 to $84,999",513
53,male,"$85,000 to $89,999",513
53,male,"$90,000 to $94,999",577
53,male,"$95,000 to $99,999",488
53,male,"Less than $14,999",1036
53,female,"$100,000 to $124,999",2376
53,female,"$125,000 to $149,999",1578
53,female,"$15,000 to $19,999",562
53,female,"$150,000 to $174,999",1266
53,female,"$175,000 to $199,999",838
53,female,"$20,000 to $24,999",602
53,female,"$200,000 to $249,999",972
53,female,"$25,000 to $29,999",621
53,female,"$250,000 and above",1973
53,female,"$30,000 to $34,999",684
53,female,"$35,000 to $39,999",621
53,female,"$40,000 to $44,999",679
53,female,"$45,000 to $49,999",628
53,female,"$50,000 to $54,999",672
53,female,"$55,000 to $59,999",619
53,female,"$60,000 to $64,999",712
53,female,"$65,000 to $69,999",615
53,female,"$70,000 to $74,999",623
53,female,"$75,000 to $79,999",586
53,female,"$80,000 to $84,999",653
53,female,"$85,000 to $89,999",582
53,female,"$90,000 to $94,999",553
53,female,"$95,000 to $99,999",534
53,female,"Less than $14,999",1313
54,male,"$100,000 to $124,999",2387
54,male,"$125,000 to $149,999",1712
54,male,"$15,000 to $19,999",449
54,male,"$150,000 to $174,999",1320
54,male,"$175,000 to $199,999",856
54,male,"$20,000 to $24,999",552
54,male,"$200,000 to $249,999",1066
54,male,"$25,000 to $29,999",482
54,male,"$250,000 and above",2621
54,male,"$30,000 to $34,999",607
54,male,"$35,000 to $39,999",619
54,male,"$40,000 to $44,999",631
54,male,"$45,000 to $49,999",612
54,male,"$50,000 to $54,999",788
54,male,"$55,000 to $59,999",609
54,male,"$60,000 to $64,999",682
54,male,"$65,000 to $69,999",607
54,male,"$70,000 to $74,999",664
54,male,"$75,000 to $79,999",615
54,male,"$80,000 to $84,999",643
54,male,"$85,000 to $89,999",539
54,male,"$90,000 to $94,999",518
54,male,"$95,000 to $99,999",482
54,male,"Less than $14,999",1141
54,female,"$100,000 to $124,999",2512
54,female,"$125,000 to $149,999",1736
54,female,"$15,000 to $19,999",610
54,female,"$150,000 to $174,999",1256
54,female,"$175,000 to $199,999",843
54,female,"$20,000 to $24,999",656
54,female,"$200,000 to $249,999",1146
54,female,"$25,000 to $29,999",677
54,female,"$250,000 and above",2150
54,female,"$30,000 to $34,999",697
54,female,"$35,000 to $39,999",680
54,female,"$40,000 to $44,999",757
54,female,"$45,000 to $49,999",684
54,female,"$50,000 to $54,999",756
54,female,"$55,000 to $59,999",694
54,female,"$60,000 to $64,999",741
54,female,"$65,000 to $69,999",649
54,female,"$70,000 to $74,999",659
54,female,"$75,000 to $79,999",651
54,female,"$80,000 to $84,999",673
54,female,"$85,000 to $89,999",625
54,female,"$90,000 to $94,999",566
54,female,"$95,000 to $99,999",492
54,female,"Less than $14,999",1448
55,male,"$100,000 to $124,999",2449
55,male,"$125,000 to $149,999",1767
55,male,"$15,000 to $19,999",452
55,male,"$150,000 to $174,999",1311
55,male,"$175,000 to $199,999",847
55,male,"$20,000 to $24,999",575
55,male,"$200,000 to $249,999",1084
55,male,"$25,000 to $29,999",564
55,male,"$250,000 and above",2841
55,male,"$30,000 to $34,999",654
55,male,"$35,000 to $39,999",597
55,male,"$40,000 to $44,999",675
55,male,"$45,000 to $49,999",616
55,male,"$50,000 to $54,999",707
55,male,"$55,000 to $59,999",586
55,male,"$60,000 to $64,999",700
55,male,"$65,000 to $69,999",610
55,male,"$70,000 to $74,999",659
55,male,"$75,000 to $79,999",633
55,male,"$80,000 to $84,999",641
55,male,"$85,000 to $89,999",576
55,male,"$90,000 to $94,999",595
55,male,"$95,000 to $99,999",519
55,male,"Less than $14,999",1193
55,female,"$100,000 to $124,999",2516
55,female,"$125,000 to $149,999",1783
55,female,"$15,000 to $19,999",622
55,female,"$150,000 to $174,999",1381
55,female,"$175,000 to $199,999",873
55,female,"$20,000 to $24,999",693
55,female,"$200,000 to $249,999",1086
55,female,"$25,000 to $29,999",626
55,female,"$250,000 and above",2199
55,female,"$30,000 to $34,999",717
55,female,"$35,000 to $39,999",750
55,female,"$40,000 to $44,999",767
55,female,"$45,000 to $49,999",728
55,female,"$50,000 to $54,999",780
55,female,"$55,000 to $59,999",670
55,female,"$60,000 to $64,999",802
55,female,"$65,000 to $69,999",659
55,female,"$70,000 to $74,999",692
55,female,"$75,000 to $79,999",682
55,female,"$80,000 to $84,999",699
55,female,"$85,000 to $89,999",639
55,female,"$90,000 to $94,999",645
55,female,"$95,000 to $99,999",575
55,female,"Less than $14,999",1584
56,male,"$100,000 to $124,999",2507
56,male,"$125,000 to $149,999",1748
56,male,"$15,000 to $19,999",576
56,male,"$150,000 to $174,999",1268
56,male,"$175,000 to $199,999",892
56,male,"$20,000 to $24,999",604
56,male,"$200,000 to $249,999",1105
56,male,"$25,000 to $29,999",580
56,male,"$250,000 and above",2818
56,male,"$30,000 to $34,999",635
56,male,"$35,000 to $39,999",643
56,male,"$40,000 to $44,999",690
56,male,"$45,000 to $49,999",651
56,male,"$50,000 to $54,999",734
56,male,"$55,000 to $59,999",612
56,male,"$60,000 to $64,999",683
56,male,"$65,000 to $69,999",609
56,male,"$70,000 to $74,999",685
56,male,"$75,000 to $79,999",612
56,male,"$80,000 to $84,999",649
56,male,"$85,000 to $89,999",603
56,male,"$90,000 to $94,999",586
56,male,"$95,000 to $99,999",550
56,male,"Less than $14,999",1347
56,female,"$100,000 to $124,999",2595
56,female,"$125,000 to $149,999",1896
56,female,"$15,000 to $19,999",642
56,female,"$150,000 to $174,999",1311
56,female,"$175,000 to $199,999",895
56,female,"$20,000 to $24,999",752
56,female,"$200,000 to $249,999",1084
56,female,"$25,000 to $29,999",698
56,female,"$250,000 and above",2016
56,female,"$30,000 to $34,999",820
56,female,"$35,000 to $39,999",791
56,female,"$40,000 to $44,999",784
56,female,"$45,000 to $49,999",757
56,female,"$50,000 to $54,999",861
56,female,"$55,000 to $59,999",737
56,female,"$60,000 to $64,999",814
56,female,"$65,000 to $69,999",663
56,female,"$70,000 to $74,999",714
56,female,"$75,000 to $79,999",738
56,female,"$80,000 to $84,999",682
56,female,"$85,000 to $89,999",622
56,female,"$90,000 to $94,999",615
56,female,"$95,000 to $99,999",594
56,female,"Less than $14,999",1745
57,male,"$100,000 to $124,999",2484
57,male,"$125,000 to $149,999",1708
57,male,"$15,000 to $19,999",564
57,male,"$150,000 to $174,999",1348
57,male,"$175,000 to $199,999",870
57,male,"$20,000 to $24,999",587
57,male,"$200,000 to $249,999",1128
57,male,"$25,000 to $29,999",627
57,male,"$250,000 and above",2891
57,male,"$30,000 to $34,999",636
57,male,"$35,000 to $39,999",679
57,male,"$40,000 to $44,999",674
57,male,"$45,000 to $49,999",699
57,male,"$50,000 to $54,999",719
57,male,"$55,000 to $59,999",615
57,male,"$60,000 to $64,999",742
57,male,"$65,000 to $69,999",688
57,male,"$70,000 to $74,999",665
57,male,"$75,000 to $79,999",638
57,male,"$80,000 to $84,999",655
57,male,"$85,000 to $89,999",572
57,male,"$90,000 to $94,999",590
57,male,"$95,000 to $99,999",524
57,male,"Less than $14,999",1391
57,female,"$100,000 to $124,999",2520
57,female,"$125,000 to $149,999",1757
57,female,"$15,000 to $19,999",715
57,female,"$150,000 to $174,999",1245
57,female,"$175,000 to $199,999",890
57,female,"$20,000 to $24,999",739
57,female,"$200,000 to $249,999",1051
57,female,"$25,000 to $29,999",713
57,female,"$250,000 and above",2132
57,female,"$30,000 to $34,999",790
57,female,"$35,000 to $39,999",829
57,female,"$40,000 to $44,999",854
57,female,"$45,000 to $49,999",796
57,female,"$50,000 to $54,999",919
57,female,"$55,000 to $59,999",717
57,female,"$60,000 to $64,999",804
57,female,"$65,000 to $69,999",708
57,female,"$70,000 to $74,999",702
57,female,"$75,000 to $79,999",675
57,female,"$80,000 to $84,999",721
57,female,"$85,000 to $89,999",587
57,female,"$90,000 to $94,999",648
57,female,"$95,000 to $99,999",545
57,female,"Less than $14,999",1819
58,male,"$100,000 to $124,999",2407
58,male,"$125,000 to $149,999",1757
58,male,"$15,000 to $19,999",556
58,male,"$150,000 to $174,999",1300
58,male,"$175,000 to $199,999",853
58,male,"$20,000 to $24,999",644
58,male,"$200,000 to $249,999",1109
58,male,"$25,000 to $29,999",586
58,male,"$250,000 and above",2843
58,male,"$30,000 to $34,999",700
58,male,"$35,000 to $39,999",680
58,male,"$40,000 to $44,999",722
58,male,"$45,000 to $49,999",706
58,male,"$50,000 to $54,999",828
58,male,"$55,000 to $59,999",620
58,male,"$60,000 to $64,999",731
58,male,"$65,000 to $69,999",623
58,male,"$70,000 to $74,999",687
58,male,"$75,000 to $79,999",639
58,male,"$80,000 to $84,999",667
58,male,"$85,000 to $89,999",565
58,male,"$90,000 to $94,999",578
58,male,"$95,000 to $99,999",524
58,male,"Less than $14,999",1439
58,female,"$100,000 to $124,999",2533
58,female,"$125,000 to $149,999",1789
58,female,"$15,000 to $19,999",730
58,female,"$150,000 to $174,999",1295
58,female,"$175,000 to $199,999",841
58,female,"$20,000 to $24,999",761
58,female,"$200,000 to $249,999",1050
58,female,"$25,000 to $29,999",758
58,female,"$250,000 and above",2172
58,female,"$30,000 to $34,999",874
58,female,"$35,000 to $39,999",845
58,female,"$40,000 to $44,999",885
58,female,"$45,000 to $49,999",822
58,female,"$50,000 to $54,999",848
58,female,"$55,000 to $59,999",710
58,female,"$60,000 to $64,999",873
58,female,"$65,000 to $69,999",754
58,female,"$70,000 to $74,999",752
58,female,"$75,000 to $79,999",645
58,female,"$80,000 to $84,999",729
58,female,"$85,000 to $89,999",647
58,female,"$90,000 to $94,999",642
58,female,"$95,000 to $99,999",603
58,female,"Less than $14,999",1827
59,male,"$100,000 to $124,999",2482
59,male,"$125,000 to $149,999",1649
59,male,"$15,000 to $19,999",625
59,male,"$150,000 to $174,999",1281
59,male,"$175,000 to $199,999",863
59,male,"$20,000 to $24,999",676
59,male,"$200,000 to $249,999",1028
59,male,"$25,000 to $29,999",582
59,male,"$250,000 and above",2593
59,male,"$30,000 to $34,999",728
59,male,"$35,000 to $39,999",722
59,male,"$40,000 to $44,999",759
59,male,"$45,000 to $49,999",699
59,male,"$50,000 to $54,999",746
59,male,"$55,000 to $59,999",668
59,male,"$60,000 to $64,999",785
59,male,"$65,000 to $69,999",643
59,male,"$70,000 to $74,999",688
59,male,"$75,000 to $79,999",640
59,male,"$80,000 to $84,999",703
59,male,"$85,000 to $89,999",563
59,male,"$90,000 to $94,999",608
59,male,"$95,000 to $99,999",538
59,male,"Less than $14,999",1499
59,female,"$100,000 to $124,999",2609
59,female,"$125,000 to $149,999",1722
59,female,"$15,000 to $19,999",722
59,female,"$150,000 to $174,999",1252
59,female,"$175,000 to $199,999",821
59,female,"$20,000 to $24,999",791
59,female,"$200,000 to $249,999",983
59,female,"$25,000 to $29,999",719
59,female,"$250,000 and above",2051
59,female,"$30,000 to $34,999",851
59,female,"$35,000 to $39,999",844
59,female,"$40,000 to $44,999",917
59,female,"$45,000 to $49,999",814
59,female,"$50,000 to $54,999",882
59,female,"$55,000 to $59,999",745
59,female,"$60,000 to $64,999",864
59,female,"$65,000 to $69,999",779
59,female,"$70,000 to $74,999",800
59,female,"$75,000 to $79,999",703
59,female,"$80,000 to $84,999",705
59,female,"$85,000 to $89,999",670
59,female,"$90,000 to $94,999",672
59,female,"$95,000 to $99,999",581
59,female,"Less than $14,999",1974
60,male,"$100,000 to $124,999",2415
60,male,"$125,000 to $149,999",1602
60,male,"$15,000 to $19,999",622
60,male,"$150,000 to $174,999",1247
60,male,"$175,000 to $199,999",782
60,male,"$20,000 to $24,999",648
60,male,"$200,000 to $249,999",970
60,male,"$25,000 to $29,999",650
60,male,"$250,000 and above",2704
60,male,"$30,000 to $34,999",688
60,male,"$35,000 to $39,999",719
60,male,"$40,000 to $44,999",747
60,male,"$45,000 to $49,999",658
60,male,"$50,000 to $54,999",772
60,male,"$55,000 to $59,999",630
60,male,"$60,000 to $64,999",712
60,male,"$65,000 to $69,999",640
60,male,"$70,000 to $74,999",700
60,male,"$75,000 to $79,999",659
60,male,"$80,000 to $84,999",649
60,male,"$85,000 to $89,999",617
60,male,"$90,000 to $94,999",617
60,male,"$95,000 to $99,999",537
60,male,"Less than $14,999",1520
60,female,"$100,000 to $124,999",2558
60,female,"$125,000 to $149,999",1740
60,female,"$15,000 to $19,999",812
60,female,"$150,000 to $174,999",1161
60,female,"$175,000 to $199,999",805
60,female,"$20,000 to $24,999",820
60,female,"$200,000 to $249,999",955
60,female,"$25,000 to $29,999",828
60,female,"$250,000 and above",1919
60,female,"$30,000 to $34,999",878
60,female,"$35,000 to $39,999",849
60,female,"$40,000 to $44,999",950
60,female,"$45,000 to $49,999",871
60,female,"$50,000 to $54,999",904
60,female,"$55,000 to $59,999",787
60,female,"$60,000 to $64,999",835
60,female,"$65,000 to $69,999",759
60,female,"$70,000 to $74,999",734
60,female,"$75,000 to $79,999",763
60,female,"$80,000 to $84,999",726
60,female,"$85,000 to $89,999",653
60,female,"$90,000 to $94,999",684
60,female,"$95,000 to $99,999",530
60,female,"Less than $14,999",1956
61,male,"$100,000 to $124,999",2368
61,male,"$125,000 to $149,999",1685
61,male,"$15,000 to $19,999",653
61,male,"$150,000 to $174,999",1204
61,male,"$175,000 to $199,999",804
61,male,"$20,000 to $24,999",702
61,male,"$200,000 to $249,999",939
61,male,"$25,000 to $29,999",666
61,male,"$250,000 and above",2516
61,male,"$30,000 to $34,999",770
61,male,"$35,000 to $39,999",765
61,male,"$40,000 to $44,999",758
61,male,"$45,000 to $49,999",758
61,male,"$50,000 to $54,999",809
61,male,"$55,000 to $59,999",647
61,male,"$60,000 to $64,999",795
61,male,"$65,000 to $69,999",680
61,male,"$70,000 to $74,999",718
61,male,"$75,000 to $79,999",658
61,male,"$80,000 to $84,999",675
61,male,"$85,000 to $89,999",578
61,male,"$90,000 to $94,999",603
61,male,"$95,000 to $99,999",497
61,male,"Less than $14,999",1686
61,female,"$100,000 to $124,999",2530
61,female,"$125,000 to $149,999",1628
61,female,"$15,000 to $19,999",814
61,female,"$150,000 to $174,999",1155
61,female,"$175,000 to $199,999",753
61,female,"$20,000 to $24,999",901
61,female,"$200,000 to $249,999",943
61,female,"$25,000 to $29,999",904
61,female,"$250,000 and above",1873
61,female,"$30,000 to $34,999",914
61,female,"$35,000 to $39,999",924
61,female,"$40,000 to $44,999",940
61,female,"$45,000 to $49,999",910
61,female,"$50,000 to $54,999",957
61,female,"$55,000 to $59,999",792
61,female,"$60,000 to $64,999",901
61,female,"$65,000 to $69,999",813
61,female,"$70,000 to $74,999",841
61,female,"$75,000 to $79,999",736
61,female,"$80,000 to $84,999",733
61,female,"$85,000 to $89,999",631
61,female,"$90,000 to $94,999",633
61,female,"$95,000 to $99,999",559
61,female,"Less than $14,999",2089
62,male,"$100,000 to $124,999",2303
62,male,"$125,000 to $149,999",1607
62,male,"$15,000 to $19,999",644
62,male,"$150,000 to $174,999",1168
62,male,"$175,000 to $199,999",769
62,male,"$20,000 to $24,999",732
62,male,"$200,000 to $249,999",882
62,male,"$25,000 to $29,999",680
62,male,"$250,000 and above",2426
62,male,"$30,000 to $34,999",727
62,male,"$35,000 to $39,999",751
62,male,"$40,000 to $44,999",786
62,male,"$45,000 to $49,999",725
62,male,"$50,000 to $54,999",814
62,male,"$55,000 to $59,999",690
62,male,"$60,000 to $64,999",858
62,male,"$65,000 to $69,999",625
62,male,"$70,000 to $74,999",699
62,male,"$75,000 to $79,999",645
62,male,"$80,000 to $84,999",730
62,male,"$85,000 to $89,999",569
62,male,"$90,000 to $94,999",616
62,male,"$95,000 to $99,999",503
62,male,"Less than $14,999",1690
62,female,"$100,000 to $124,999",2427
62,female,"$125,000 to $149,999",1597
62,female,"$15,000 to $19,999",800
62,female,"$150,000 to $174,999",1121
62,female,"$175,000 to $199,999",700
62,female,"$20,000 to $24,999",861
62,female,"$200,000 to $249,999",811
62,female,"$25,000 to $29,999",867
62,female,"$250,000 and above",1826
62,female,"$30,000 to $34,999",945
62,female,"$35,000 to $39,999",991
62,female,"$40,000 to $44,999",963
62,female,"$45,000 to $49,999",923
62,female,"$50,000 to $54,999",978
62,female,"$55,000 to $59,999",799
62,female,"$60,000 to $64,999",932
62,female,"$65,000 to $69,999",790
62,female,"$70,000 to $74,999",833
62,female,"$75,000 to $79,999",746
62,female,"$80,000 to $84,999",781
62,female,"$85,000 to $89,999",643
62,female,"$90,000 to $94,999",645
62,female,"$95,000 to $99,999",560
62,female,"Less than $14,999",1953
63,male,"$100,000 to $124,999",2233
63,male,"$125,000 to $149,999",1507
63,male,"$15,000 to $19,999",703
63,male,"$150,000 to $174,999",1077
63,male,"$175,000 to $199,999",724
63,male,"$20,000 to $24,999",781
63,male,"$200,000 to $249,999",897
63,male,"$25,000 to $29,999",714
63,male,"$250,000 and above",2381
63,male,"$30,000 to $34,999",771
63,male,"$35,000 to $39,999",742
63,male,"$40,000 to $44,999",767
63,male,"$45,000 to $49,999",789
63,male,"$50,000 to $54,999",853
63,male,"$55,000 to $59,999",667
63,male,"$60,000 to $64,999",753
63,male,"$65,000 to $69,999",650
63,male,"$70,000 to $74,999",673
63,male,"$75,000 to $79,999",648
63,male,"$80,000 to $84,999",635
63,male,"$85,000 to $89,999",576
63,male,"$90,000 to $94,999",543
63,male,"$95,000 to $99,999",495
63,male,"Less than $14,999",1628
63,female,"$100,000 to $124,999",2326
63,female,"$125,000 to $149,999",1477
63,female,"$15,000 to $19,999",909
63,female,"$150,000 to $174,999",1010
63,female,"$175,000 to $199,999",730
63,female,"$20,000 to $24,999",935
63,female,"$200,000 to $249,999",764
63,female,"$25,000 to $29,999",1001
63,female,"$250,000 and above",1845
63,female,"$30,000 to $34,999",994
63,female,"$35,000 to $39,999",924
63,female,"$40,000 to $44,999",932
63,female,"$45,000 to $49,999",878
63,female,"$50,000 to $54,999",959
63,female,"$55,000 to $59,999",921
63,female,"$60,000 to $64,999",885
63,female,"$65,000 to $69,999",794
63,female,"$70,000 to $74,999",799
63,female,"$75,000 to $79,999",753
63,female,"$80,000 to $84,999",759
63,female,"$85,000 to $89,999",645
63,female,"$90,000 to $94,999",669
63,female,"$95,000 to $99,999",487
63,female,"Less than $14,999",2094
64,male,"$100,000 to $124,999",2219
64,male,"$125,000 to $149,999",1468
64,male,"$15,000 to $19,999",727
64,male,"$150,000 to $174,999",1001
64,male,"$175,000 to $199,999",637
64,male,"$20,000 to $24,999",775
64,male,"$200,000 to $249,999",760
64,male,"$25,000 to $29,999",748
64,male,"$250,000 and above",2214
64,male,"$30,000 to $34,999",757
64,male,"$35,000 to $39,999",766
64,male,"$40,000 to $44,999",845
64,male,"$45,000 to $49,999",744
64,male,"$50,000 to $54,999",825
64,male,"$55,000 to $59,999",717
64,male,"$60,000 to $64,999",752
64,male,"$65,000 to $69,999",716
64,male,"$70,000 to $74,999",645
64,male,"$75,000 to $79,999",623
64,male,"$80,000 to $84,999",654
64,male,"$85,000 to $89,999",596
64,male,"$90,000 to $94,999",553
64,male,"$95,000 to $99,999",472
64,male,"Less than $14,999",1547
64,female,"$100,000 to $124,999",2244
64,female,"$125,000 to $149,999",1396
64,female,"$15,000 to $19,999",895
64,female,"$150,000 to $174,999",952
64,female,"$175,000 to $199,999",624
64,female,"$20,000 to $24,999",900
64,female,"$200,000 to $249,999",737
64,female,"$25,000 to $29,999",962
64,female,"$250,000 and above",1734
64,female,"$30,000 to $34,999",1000
64,female,"$35,000 to $39,999",964
64,female,"$40,000 to $44,999",1026
64,female,"$45,000 to $49,999",973
64,female,"$50,000 to $54,999",984
64,female,"$55,000 to $59,999",886
64,female,"$60,000 to $64,999",934
64,female,"$65,000 to $69,999",828
64,female,"$70,000 to $74,999",801
64,female,"$75,000 to $79,999",767
64,female,"$80,000 to $84,999",702
64,female,"$85,000 to $89,999",647
64,female,"$90,000 to $94,999",609
64,female,"$95,000 to $99,999",568
64,female,"Less than $14,999",2202
65,male,"$100,000 to $124,999",2076
65,male,"$125,000 to $149,999",1342
65,male,"$15,000 to $19,999",698
65,male,"$150,000 to $174,999",972
65,male,"$175,000 to $199,999",604
65,male,"$20,000 to $24,999",777
65,male,"$200,000 to $249,999",738
65,male,"$25,000 to $29,999",763
65,male,"$250,000 and above",1953
65,male,"$30,000 to $34,999",773
65,male,"$35,000 to $39,999",802
65,male,"$40,000 to $44,999",823
65,male,"$45,000 to $49,999",808
65,male,"$50,000 to $54,999",882
65,male,"$55,000 to $59,999",739
65,male,"$60,000 to $64,999",799
65,male,"$65,000 to $69,999",654
65,male,"$70,000 to $74,999",662
65,male,"$75,000 to $79,999",670
65,male,"$80,000 to $84,999",618
65,male,"$85,000 to $89,999",577
65,male,"$90,000 to $94,999",558
65,male,"$95,000 to $99,999",444
65,male,"Less than $14,999",1653
65,female,"$100,000 to $124,999",2036
65,female,"$125,000 to $149,999",1310
65,female,"$15,000 to $19,999",854
65,female,"$150,000 to $174,999",904
65,female,"$175,000 to $199,999",557
65,female,"$20,000 to $24,999",1012
65,female,"$200,000 to $249,999",657
65,female,"$25,000 to $29,999",966
65,female,"$250,000 and above",1616
65,female,"$30,000 to $34,999",1054
65,female,"$35,000 to $39,999",976
65,female,"$40,000 to $44,999",999
65,female,"$45,000 to $49,999",955
65,female,"$50,000 to $54,999",948
65,female,"$55,000 to $59,999",856
65,female,"$60,000 to $64,999",951
65,female,"$65,000 to $69,999",826
65,female,"$70,000 to $74,999",777
65,female,"$75,000 to $79,999",677
65,female,"$80,000 to $84,999",668
65,female,"$85,000 to $89,999",600
65,female,"$90,000 to $94,999",561
65,female,"$95,000 to $99,999",481
65,female,"Less than $14,999",2123
66,male,"$100,000 to $124,999",1893
66,male,"$125,000 to $149,999",1236
66,male,"$15,000 to $19,999",776
66,male,"$150,000 to $174,999",908
66,male,"$175,000 to $199,999",576
66,male,"$20,000 to $24,999",799
66,male,"$200,000 to $249,999",658
66,male,"$25,000 to $29,999",785
66,male,"$250,000 and above",1874
66,male,"$30,000 to $34,999",816
66,male,"$35,000 to $39,999",868
66,male,"$40,000 to $44,999",813
66,male,"$45,000 to $49,999",783
66,male,"$50,000 to $54,999",859
66,male,"$55,000 to $59,999",774
66,male,"$60,000 to $64,999",807
66,male,"$65,000 to $69,999",710
66,male,"$70,000 to $74,999",708
66,male,"$75,000 to $79,999",633
66,male,"$80,000 to $84,999",640
66,male,"$85,000 to $89,999",530
66,male,"$90,000 to $94,999",510
66,male,"$95,000 to $99,999",444
66,male,"Less than $14,999",1679
66,female,"$100,000 to $124,999",1889
66,female,"$125,000 to $149,999",1257
66,female,"$15,000 to $19,999",949
66,female,"$150,000 to $174,999",848
66,female,"$175,000 to $199,999",545
66,female,"$20,000 to $24,999",951
66,female,"$200,000 to $249,999",631
